215
1;1;10
2;2;20
3;5;10
4;0;0
5;0;0
6;0;0
7;0;0
8;1;10
9;3;10
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;1;10
16;3;10
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;1;10
23;2;10
24;0;0
25;0;0
26;0;0
27;0;0
28;0;0
29;1;10
30;2;10
31;3;10
32;4;10
33;0;0
34;0;0
35;0;0
36;1;1
37;3;1
38;4;1
39;0;0
40;0;0
41;0;0
42;0;0
43;1;10
44;2;10
45;3;10
46;0;0
47;0;0
48;0;0
49;0;0
50;1;1
51;0;0
52;0;0
53;0;0
54;0;0
55;0;0
56;0;0
57;1;10
58;3;10
59;0;0
60;0;0
61;0;0
62;0;0
63;0;0
64;6;10
65;7;10
66;0;0
67;0;0
68;0;0
69;0;0
70;0;0
71;1;10
72;2;10
73;3;10
74;4;10
75;5;10
76;6;10
77;7;10
78;0;0
79;0;0
80;0;0
81;0;0
82;0;0
83;0;0
84;0;0
85;0;0
86;0;0
87;0;0
88;0;0
89;0;0
90;0;0
91;0;0
92;1;10
93;2;10
94;3;10
95;4;10
96;5;10
97;6;10
98;7;10
99;1;10
100;7;10
101;0;0
102;0;0
103;0;0
104;0;0
105;0;0
106;1;11
107;7;11
108;0;0
109;0;0
110;0;0
111;0;0
112;0;0
113;1;100
114;2;100
115;3;100
116;4;100
117;5;100
118;6;100
119;7;100
120;8;100
121;0;0
122;0;0
123;0;0
124;0;0
125;0;0
126;0;0
127;0;0
128;8;50
129;0;0
130;0;0
131;0;0
132;0;0
133;0;0
134;0;0
135;0;0
136;8;100
137;0;0
138;0;0
139;0;0
140;0;0
141;0;0
142;0;0
143;0;0
144;8;150
145;0;0
146;0;0
147;0;0
148;0;0
149;0;0
150;0;0
151;0;0
152;8;50
153;0;0
154;0;0
155;0;0
156;0;0
157;0;0
158;0;0
159;0;0
160;8;100
161;0;0
162;0;0
163;0;0
164;0;0
165;0;0
166;0;0
167;0;0
168;8;90
169;0;0
170;0;0
171;0;0
172;0;0
173;0;0
174;0;0
175;0;0
176;8;99
177;0;0
178;0;0
179;0;0
180;0;0
181;0;0
182;0;0
183;0;0
184;8;91
185;0;0
186;0;0
187;0;0
188;0;0
189;0;0
190;0;0
191;0;0
192;8;30
193;0;0
194;0;0
195;0;0
196;0;0
197;0;0
198;0;0
199;0;0
201;0;0
202;0;0
203;0;0
204;0;0
205;0;0
206;0;0
207;0;0
208;0;0
210;0;0
211;0;0
212;0;0
213;0;0
214;0;0
215;0;0
216;0;0
217;0;0
